q_id,q_name,p_id,p_name,p_value,p_value_type
Q148,People's Republic of China,P1589,lowest point,Ayding Lake,wikibase-item
Q148,People's Republic of China,P1622,driving side,right,wikibase-item
Q148,People's Republic of China,P2633,geography of topic,geography of China,wikibase-item
Q148,People's Republic of China,P1198,unemployment rate,5.0,quantity
Q148,People's Republic of China,P2853,electrical plug type,NEMA 1-15,wikibase-item
Q148,People's Republic of China,P2884,mains voltage,220.0,quantity
Q148,People's Republic of China,P2852,emergency phone number,119,wikibase-item
Q148,People's Republic of China,P2184,history of topic,history of the People's Republic of China,wikibase-item
Q148,People's Republic of China,P3270,compulsory education (minimum age),6.0,quantity
Q148,People's Republic of China,P2997,age of majority,18.0,quantity
Q148,People's Republic of China,P3238,trunk prefix,0,string
Q148,People's Republic of China,P2046,area,9596961.0,quantity
Q148,People's Republic of China,P2959,permanent duplicated item,People's Republic of China,wikibase-item
Q148,People's Republic of China,P1465,category for people who died here,Category:Deaths in China,wikibase-item
Q148,People's Republic of China,P1464,category for people born here,Category:Births in China,wikibase-item
Q148,People's Republic of China,P1336,territory claimed by,Taiwan,wikibase-item
Q148,People's Republic of China,P1792,category of associated people,Category:Chinese people,wikibase-item
Q148,People's Republic of China,P1424,topic's main template,Q17682786,wikibase-item
Q148,People's Republic of China,P172,ethnic group,Han Chinese people,wikibase-item
Q148,People's Republic of China,P122,basic form of government,single-party system,wikibase-item
Q148,People's Republic of China,P1906,office held by head of state,President of the People's Republic of China,wikibase-item
Q148,People's Republic of China,P1552,has characteristic,not-free country,wikibase-item
Q148,People's Republic of China,P4841,total fertility rate,1.453,quantity
Q148,People's Republic of China,P2979,maritime identification digits,412,string
Q148,People's Republic of China,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q148,People's Republic of China,P5125,Wikimedia outline,outline of China,wikibase-item
Q148,People's Republic of China,P1482,Stack Exchange tag,https://travel.stackexchange.com/tags/china,url
Q148,People's Republic of China,P1889,different from,China,wikibase-item
Q148,People's Republic of China,P5167,vehicles per thousand people,28.0,quantity
Q148,People's Republic of China,P5658,railway traffic side,left,wikibase-item
Q148,People's Republic of China,P2250,life expectancy,71.521,quantity
Q148,People's Republic of China,P487,Unicode character,🇨🇳,string
Q148,People's Republic of China,P740,location of formation,Tiananmen,wikibase-item
Q148,People's Republic of China,P3864,suicide rate,9.7,quantity
Q148,People's Republic of China,P2927,water as percent of area,2.8,quantity
Q148,People's Republic of China,P1344,participant in,BASIC countries,wikibase-item
Q148,People's Republic of China,P7422,minimum temperature record,-58.0,quantity
Q148,People's Republic of China,P3067,GS1 country code,690-699,string
Q148,People's Republic of China,P2596,culture,Chinese culture,wikibase-item
Q148,People's Republic of China,P7867,category for maps,Category:Maps of China,wikibase-item
Q148,People's Republic of China,P2855,VAT rate,13.0,quantity
Q148,People's Republic of China,P8477,BTI Status Index,4.42,quantity
Q148,People's Republic of China,P8476,BTI Governance Index,4.49,quantity
Q148,People's Republic of China,P8744,economy of topic,economy of the People's Republic of China,wikibase-item
Q148,People's Republic of China,P9241,demographics of topic,demographics of the People's Republic of China,wikibase-item
Q148,People's Republic of China,P92,main regulatory text,Constitution of the People's Republic of China,wikibase-item
Q148,People's Republic of China,P8328,Democracy Index,2.27,quantity
Q148,People's Republic of China,P1791,category of people buried here,Category:Burials in China,wikibase-item
Q148,People's Republic of China,P2572,hashtag,China,string
Q148,People's Republic of China,P1081,Human Development Index,0.484,quantity
Q148,People's Republic of China,P155,follows,Republic of China,wikibase-item
Q148,People's Republic of China,P11547,Happy Planet Index score,41.9,quantity
Q148,People's Republic of China,P1125,Gini coefficient,38.2,quantity
Q148,People's Republic of China,P11593,Inequality-adjusted Human Development Index,0.584,quantity
Q148,People's Republic of China,P3529,median income,36883.0,quantity
Q148,People's Republic of China,P485,archives at,Hong Kong Baptist University Library Special Collections & Archives,wikibase-item
Q148,People's Republic of China,P1540,male population,723339956.0,quantity
Q148,People's Republic of China,P1539,female population,688438768.0,quantity
Q148,People's Republic of China,P6343,urban population,901991162.0,quantity
Q148,People's Republic of China,P6344,rural population,509787562.0,quantity
Q148,People's Republic of China,P6897,literacy rate,96.8,quantity
Q148,People's Republic of China,P2131,nominal GDP,17820459342451.0,quantity
Q148,People's Republic of China,P2936,language used,Standard Mandarin,wikibase-item
Q148,People's Republic of China,P17,country,People's Republic of China,wikibase-item
Q155,Brazil,P1082,population,202656788.0,quantity
Q155,Brazil,P1151,topic's main Wikimedia portal,Portal:Brazil,wikibase-item
Q155,Brazil,P1546,motto,Order and Progress,wikibase-item
Q155,Brazil,P5125,Wikimedia outline,outline of Brazil,wikibase-item
Q155,Brazil,P38,currency,Brazilian real,wikibase-item
Q155,Brazil,P172,ethnic group,White Brazilians,wikibase-item
Q155,Brazil,P487,Unicode character,🇧🇷,string
Q155,Brazil,P1792,category of associated people,Category:Brazilian people,wikibase-item
Q155,Brazil,P2852,emergency phone number,190,wikibase-item
Q155,Brazil,P2853,electrical plug type,Europlug,wikibase-item
Q155,Brazil,P395,licence plate code,BR,string
Q155,Brazil,P2633,geography of topic,geography of Brazil,wikibase-item
Q155,Brazil,P1313,office held by head of government,President of Brazil,wikibase-item
Q155,Brazil,P417,patron saint,Our Lady of Aparecida,wikibase-item
Q155,Brazil,P17,country,Portuguese Empire,wikibase-item
Q155,Brazil,P2959,permanent duplicated item,Q21286972,wikibase-item
Q155,Brazil,P122,basic form of government,federal republic,wikibase-item
Q155,Brazil,P832,public holiday,Universal Brotherhood Day,wikibase-item
Q155,Brazil,P1552,has characteristic,free country,wikibase-item
Q155,Brazil,P2573,number of out-of-school children,2263423.0,quantity
Q155,Brazil,P530,diplomatic relation,Argentina,wikibase-item
Q155,Brazil,P1906,office held by head of state,President of Brazil,wikibase-item
Q155,Brazil,P935,Commons gallery,Brasil,string
Q155,Brazil,P194,legislative body,National Congress of Brazil,wikibase-item
Q155,Brazil,P2184,history of topic,history of Brazil,wikibase-item
Q155,Brazil,P37,official language,Brazilian Sign Language,wikibase-item
Q155,Brazil,P1365,replaces,Empire of Brazil,wikibase-item
Q155,Brazil,P30,continent,South America,wikibase-item
Q155,Brazil,P237,coat of arms,coat of arms of Brazil,wikibase-item
Q155,Brazil,P3271,compulsory education (maximum age),14.0,quantity
Q155,Brazil,P5008,on focus list of Wikimedia project,Wikipedia:List of articles all languages should have,wikibase-item
Q155,Brazil,P2258,mobile country code,724,string
Q155,Brazil,P4841,total fertility rate,2.399,quantity
Q155,Brazil,P2979,maritime identification digits,710,string
Q155,Brazil,P3270,compulsory education (minimum age),7.0,quantity
Q155,Brazil,P47,shares border with,Argentina,wikibase-item
Q155,Brazil,P3000,marriageable age,18.0,quantity
Q155,Brazil,P910,topic's main category,Category:Brazil,wikibase-item
Q155,Brazil,P35,head of state,Michel Temer,wikibase-item
Q155,Brazil,P1304,central bank,Central Bank of Brazil,wikibase-item
Q155,Brazil,P1791,category of people buried here,Category:Burials in Brazil,wikibase-item
Q155,Brazil,P2997,age of majority,18.0,quantity
Q155,Brazil,P2046,area,8515767.0,quantity
Q155,Brazil,P1198,unemployment rate,7.0,quantity
Q155,Brazil,P1740,category for films shot at this location,Category:Films shot in Brazil,wikibase-item
Q155,Brazil,P2884,mains voltage,127.0,quantity
Q155,Brazil,P208,executive body,Federal Government of Brazil,wikibase-item
Q155,Brazil,P421,located in time zone,UTC−02:00,wikibase-item
Q155,Brazil,P1465,category for people who died here,Category:Deaths in Brazil,wikibase-item
Q155,Brazil,P85,anthem,Brazilian National Anthem,wikibase-item
Q155,Brazil,P209,highest judicial authority,Supreme Federal Court,wikibase-item
Q155,Brazil,P2250,life expectancy,69.599,quantity
Q155,Brazil,P361,part of,Latin America,wikibase-item
Q155,Brazil,P373,Commons category,Brazil,string
Q155,Brazil,P78,top-level Internet domain,.br,wikibase-item
Q155,Brazil,P31,instance of,sovereign state,wikibase-item
Q155,Brazil,P610,highest point,Pico da Neblina,wikibase-item
Q155,Brazil,P1464,category for people born here,Category:Births in Brazil,wikibase-item
Q155,Brazil,P1622,driving side,right,wikibase-item
Q155,Brazil,P6,head of government,Jair Bolsonaro,wikibase-item
Q155,Brazil,P1589,lowest point,Atlantic Ocean,wikibase-item
Q155,Brazil,P150,contains the administrative territorial entity,Acre,wikibase-item
Q155,Brazil,P474,country calling code,+55,string
Q155,Brazil,P138,named after,Caesalpinia echinata,wikibase-item
Q155,Brazil,P163,flag,flag of Brazil,wikibase-item
Q155,Brazil,P1343,described by source,Sytin Military Encyclopedia,wikibase-item
Q155,Brazil,P92,main regulatory text,Constitution of Brazil,wikibase-item
Q155,Brazil,P6104,maintained by WikiProject,WikiProject Brazil,wikibase-item
Q155,Brazil,P1325,external data available at URL,http://dados.gov.br,url
Q155,Brazil,P1344,participant in,South American dreadnought race,wikibase-item
Q155,Brazil,P2936,language used,Hunsrik,wikibase-item
Q155,Brazil,P6897,literacy rate,92.04,quantity
Q155,Brazil,P3864,suicide rate,6.5,quantity
Q155,Brazil,P7422,minimum temperature record,-14.0,quantity
Q155,Brazil,P3067,GS1 country code,789-790,string
Q155,Brazil,P2596,culture,culture of Brazil,wikibase-item
Q155,Brazil,P7867,category for maps,Category:Maps of Brazil,wikibase-item
Q155,Brazil,P8402,open data portal,DataViva,wikibase-item
Q155,Brazil,P973,described at URL,https://www.cia.gov/library/publications/resources/the-world-factbook/geos/br.html,url
Q155,Brazil,P8477,BTI Status Index,7.84,quantity
Q155,Brazil,P8476,BTI Governance Index,6.88,quantity
Q155,Brazil,P706,located in/on physical feature,South American Plate,wikibase-item
Q155,Brazil,P8744,economy of topic,economy of Brazil,wikibase-item
Q155,Brazil,P8687,social media followers,398116.0,quantity
Q155,Brazil,P61,discoverer or inventor,Pedro Álvares Cabral,wikibase-item
Q155,Brazil,P575,time of discovery or invention,"April 22, 1500 at 12:00:00 AM CE UTC",time
Q155,Brazil,P9241,demographics of topic,demographics of Brazil,wikibase-item
Q155,Brazil,P898,IPA transcription,bɾaˈziw,string
Q155,Brazil,P8328,Democracy Index,6.92,quantity
Q155,Brazil,P2572,hashtag,Brazil,string
Q155,Brazil,P1424,topic's main template,Q10514331,wikibase-item
Q155,Brazil,P206,located in or next to body of water,Atlantic Ocean,wikibase-item
Q155,Brazil,P1081,Human Development Index,0.61,quantity
Q155,Brazil,P10280,category for honorary citizens of entity,Q8942509,wikibase-item
Q155,Brazil,P1125,Gini coefficient,48.9,quantity
Q155,Brazil,P11547,Happy Planet Index score,54.6,quantity
Q155,Brazil,P11593,Inequality-adjusted Human Development Index,0.536,quantity
Q155,Brazil,P11810,Mastodon instance URL,https://mastodon.com.br,url
Q155,Brazil,P2131,nominal GDP,1649622972159.0,quantity
Q155,Brazil,P36,capital,Rio de Janeiro,wikibase-item
Q163,Yorkshire,P373,Commons category,Yorkshire,string
Q163,Yorkshire,P30,continent,Europe,wikibase-item
Q163,Yorkshire,P31,instance of,historic county of England,wikibase-item
Q163,Yorkshire,P910,topic's main category,Category:Yorkshire,wikibase-item
Q163,Yorkshire,P17,country,United Kingdom,wikibase-item
Q163,Yorkshire,P1464,category for people born here,Q6325913,wikibase-item
Q163,Yorkshire,P1465,category for people who died here,Category:Deaths in Yorkshire,wikibase-item
Q163,Yorkshire,P1792,category of associated people,Category:People from Yorkshire,wikibase-item
Q163,Yorkshire,P131,located in the administrative territorial entity,England,wikibase-item
Q163,Yorkshire,P36,capital,York,wikibase-item
Q163,Yorkshire,P1082,population,5234700.0,quantity
Q163,Yorkshire,P2046,area,11903.0,quantity
Q163,Yorkshire,P1791,category of people buried here,Category:Burials in Yorkshire,wikibase-item
Q163,Yorkshire,P7867,category for maps,Category:Maps of Yorkshire,wikibase-item
Q163,Yorkshire,P47,shares border with,County Durham,wikibase-item
Q163,Yorkshire,P527,has part(s),East Riding of Yorkshire,wikibase-item
Q163,Yorkshire,P163,flag,flag of Yorkshire,wikibase-item
Q163,Yorkshire,P528,catalog code,YRK,string
Q163,Yorkshire,P8687,social media followers,272490.0,quantity
Q163,Yorkshire,P8989,category for the view of the item,Category:Views of the Yorkshire country side,wikibase-item
Q163,Yorkshire,P1343,described by source,"Meyers Konversations-Lexikon, 4th edition (1885–1890)",wikibase-item
Q183,Germany,P2852,emergency phone number,112,wikibase-item
Q183,Germany,P2853,electrical plug type,Schuko,wikibase-item
Q183,Germany,P395,licence plate code,D,string
Q183,Germany,P2572,hashtag,Deutschland,string
Q183,Germany,P1313,office held by head of government,Federal Chancellor of Germany,wikibase-item
Q183,Germany,P417,patron saint,Michael,wikibase-item
Q183,Germany,P2855,VAT rate,19.0,quantity
Q183,Germany,P530,diplomatic relation,United States of America,wikibase-item
Q183,Germany,P935,Commons gallery,Deutschland,string
Q183,Germany,P2184,history of topic,history of Germany,wikibase-item
Q183,Germany,P206,located in or next to body of water,Baltic Sea,wikibase-item
Q183,Germany,P36,capital,Bonn,wikibase-item
Q183,Germany,P2258,mobile country code,262,string
Q183,Germany,P2979,maritime identification digits,211,string
Q183,Germany,P3000,marriageable age,18.0,quantity
Q183,Germany,P1791,category of people buried here,Category:Burials in Germany,wikibase-item
Q183,Germany,P3001,retirement age,65.25,quantity
Q183,Germany,P1198,unemployment rate,5.0,quantity
Q183,Germany,P5658,railway traffic side,right,wikibase-item
Q183,Germany,P421,located in time zone,Central European Time,wikibase-item
Q183,Germany,P1465,category for people who died here,Category:Deaths in Germany,wikibase-item
Q183,Germany,P1906,office held by head of state,president of Germany,wikibase-item
Q183,Germany,P373,Commons category,Germany,string
Q183,Germany,P47,shares border with,Denmark,wikibase-item
Q183,Germany,P2927,water as percent of area,2.3,quantity
Q183,Germany,P474,country calling code,+49,string
Q183,Germany,P138,named after,Germania,wikibase-item
Q183,Germany,P163,flag,flag of Germany,wikibase-item
Q183,Germany,P6104,maintained by WikiProject,WikiProject Germany,wikibase-item
Q183,Germany,P1082,population,80500000.0,quantity
Q183,Germany,P1151,topic's main Wikimedia portal,Portal:Germany,wikibase-item
Q183,Germany,P5125,Wikimedia outline,outline of Germany,wikibase-item
Q183,Germany,P38,currency,euro,wikibase-item
Q183,Germany,P487,Unicode character,🇩🇪,string
Q183,Germany,P172,ethnic group,Germans,wikibase-item
Q183,Germany,P2633,geography of topic,geography of Germany,wikibase-item
Q183,Germany,P1482,Stack Exchange tag,https://travel.stackexchange.com/tags/germany,url
Q183,Germany,P2959,permanent duplicated item,Q23653930,wikibase-item
Q183,Germany,P793,significant event,Basic Law for the Federal Republic of Germany,wikibase-item
